department,course_code,course_name,credits,prerequisites,corequisites,description
ANTH,414,Anthropology of Globalization,3,,,"Theories on the global flow of people, commodities, images, and ideas with critical ethnographic attention to the different ways people respond to globalization."
ANTH,416,The Ethnography of Japan,3,,,"Ethnographies about Japan and processes of conducting fieldwork on Japan, covering topics such as work, leisure, identity, tradition, popular culture, rural/urban lifestyles, gender, sexuality, internationalization. Recommended pre-requisites: one of ANTH 215, ANTH 315."
ANTH,418,Anthropological Statistics,3,,,Applications of statistical techniques to quantitative and qualitative data in Anthropology.
ANTH,422,Modes of Subsistence,3,,,"The nature of subsistence systems antedating or alternative to modern commercial systems. Introductory survey with basic readings; focus on problems such as the development of complex cultures without agriculture, the ambiguity of hunting and gathering, agricultural and other intensification, orchestration of the use of adjacent microenvironments. Of interest to students of archaeology, anthropology and cultural geography."
ANTH,423,Ethnography of East Africa and the Swahili Coast,3,,,"The everyday lives of people who inhabit East Africa and the Swahili Coast, and consideration of slave trade, long distance migration, colonialism, nationalism, independence movements, religion, identity politics, music, gender, sexuality, health, ecotourism and conservation. This course is not eligible for Credit/D/Fail grading."
ANTH,427,Topics in Medical Anthropology,3,,,"Anthropological perspectives on health, illness, and disability as represented by classic and contemporary research in selected topics in medical anthropology including disease and human evolution, illness and human ecology, culture and epidemiology, ethnomedical systems, the relationship between folk and biomedicine and the cultural construction and social organization of health care, illness and disability. Specific content will vary from year to year. Consult the Department brochure."
ANTH,428,"Medicine, Technology, Culture, and Society",3,,,"A medical anthropological perspective on medical science, technology, translational research, and clinical practice, in laboratory, clinic, family, social, and cultural contexts. Topics include explanatory models of health, acute and chronic illness, disability; social and cultural dimensions genetics; clinical interaction."
ANTH,429,Global Health in Cross-Cultural Contexts,3,,,"Includes examination of the social and cultural dimensions of specific life-threatening emerging and re-emerging infectious diseases, the political economy of health, cultural interpretations of illness and healing, medical pluralism, therapy management, and the cultural construction of efficacy."
ANTH,430,"Indigenous Governance, British Columbia",3,,,"Indigenous perspectives on governance, authority, and jurisdiction as applied to British Columbia First Nations. Recommended: ANTH 220."
ANTH,435,"The Japanese Tea Ceremony: Ethnography of Performance, Practice, and Ritual",3,,,"An exploration of Chanoyu, Japanese Tea Practice, as a culturally embedded ritual, performance, and aesthetic form, and as a way of understanding underlying elements of Japanese culture. This course has a studio component and a nominal fee may be charged."
ANTH,437,Gardens of Culture: The Anthropology of Food Systems,3,,,"Anthropological approaches to foodways and agricultural sustainability, particularly small-scale producers and communities. Includes ethnographic analysis of food movements, food systems and the socio-economic contexts of food provisioning and food production. Recommended: Third year status."
ANTH,452,Conservation of Inorganic Materials,3,"Prerequisite(type=""approval"", details={""Approver"": ""Professor""})",,"Conservation of inorganic materials within a museum environment; the nature of materials, mechanisms of deterioration and principles of preventive conservation. Recommended for students intending to work with cultural materials. Prerequisite: Permission of instructor is required."
ANTH,461,Anthropological Study of Local Ecological Knowledge,3,,,Analysis of the concepts of ecological anthropology via the medium of local ecological knowledge. ANTH 360 is recommended as background.
ANTH,462,Special Topics in Ecological Anthropology,3,,,"May include environmental discourse and social movements, anthropological contributions to ecological management systems, or examination of emerging issues in the field. ANTH 360 is recommended as background."
ANTH,471,Anthropology of Law,3,,,"Cross-cultural study of the operation of law within contested systems of meaning, the social organization of law, and forms of consciousness of the participants in legal/justice practices."
ANTH,472,Anthropological Study of Social Inequality,3,,,An anthropological perspective on the historical origins and theoretical explanations of social inequality.
ANTH,475,Racial and Sexual Politics of (Im)mobility,3,,,"Combined anthropological approaches with interdisciplinary theories to understand experiences of mobilities and immobilities shaped by race, gender, sexuality, citizenship and class. Recommended: ANTH 375 or 376, or other upper-level courses focused on migration, gender and sexuality, or social inequality."
ANTH,500,History of Anthropological Thought,6,,,"Various approaches to anthropology, from classical to contemporary. This course is not eligible for Credit/D/Fail grading."
ANTH,516,Qualitative Methods in Anthropology,3,,,"A discussion of selected methods used to observe, describe, and interpret cultural phenomena and social organization, including participant observation, interviewing, ethnographic semantics, life histories, componential analysis, and photography. Attention will also be given to ethics in anthropological research and writing and to such analytic matters as the nature of description, conceptualization, generalization, and content analysis. This course is not eligible for Credit/D/Fail grading."
ANTH,517,Archaeological Methods,3,,,A discussion of selected basic data-gathering methods in their relation to the development of ideas about the archaeological record. This course is not eligible for Credit/D/Fail grading.
ANTH,527,Advanced Archaeological Methods,3,,,An intensive review of analytical approaches to the study of archaeological data and their applications. Includes research design; sampling strategies; analytical lab procedures; classification and typology; and multivariate analysis and other statistical procedures. This course is not eligible for Credit/D/Fail grading.
ANTH,528,Advanced Quantitative Methods,3,,,"Introduction to the anthropological application of a variety of quantitative techniques: sampling designs, analysis of variance and regression, multi-way contingency tables, multivariate analysis. A series of lectures will outline the logic and exhibit applications that have been made. Students will then generate their own application and presentation. Access to data files specific to the substantive field of cultural anthropology, archaeology, physical anthropology is provided. This course is not eligible for Credit/D/Fail grading."
ANTH,548,Major Essay,0,,,This course is not eligible for Credit/D/Fail grading.
ANTH,649,Doctoral Dissertation,0,,,This course is not eligible for Credit/D/Fail grading.
APBI,100,Soil and the Global Environment,3,,,"Soil as the base of the Earth's ecosystem pyramid. The interconnection between soil, climate change and human activity, the carbon cycle, water resources, food security, food safety, and biofuel production. Strategies for sustaining soil resources."
APBI,200,Introduction to Soil Science,3,,,"Physical, chemical and biological properties of soils; soil formation, classification, use and conservation. There are no prerequisites for this course, but background in Biology 12, Chemistry 12, and Physics 12 (or first-year university-level) is strongly advised. [3-2]"
APBI,210,Vascular Plants,4,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""BIOL 121""), Prerequisite(type=""course"", details=""BIOL 180""), Prerequisite(type=""course"", details=""SCIE 001""), Prerequisite(type=""course"", details=""BIOL 180"")])",,"A comparative study of pteridophytes, gymnosperms and angiosperms, integrating form, function, and ecology. [3-3] Prerequisite: Either (a) all of BIOL 121, BIOL 180 or (b) all of SCIE 001, BIOL 180. Or (c) 7 credits of first-year biology. Equivalency: BIOL210"
APBI,214,Animal Sheltering and Companion Animal Support Services,3,"Prerequisite(type=""standing"", details=2)",,"History, philosophy, and current practices of animal shelters and companion animal support services, with a focus on emerging issues from a One Health/One Welfare perspective. Prerequisite: Second-year standing or higher."
APBI,222,Introduction to Horticulture,3,,,"The cultivation of key temperate fruits, vegetables, greenhouse, ornamental and nursery crops in BC, integrated with scientific and practical aspects of their sustainable production and marketing."
APBI,235,Biotechnology in Agricultural Food Production,3,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""BIOL 112""), Prerequisite(type=""course"", details=""BIOL 121""), Prerequisite(type=""course"", details=""BIOL 180"")])",,"Genetics, genomics, and biotechnology concepts with applications to agricultural food production and food safety. Prerequisite: All of BIOL 112, BIOL 121, BIOL 180."
